"vehicle_id","label","trip_id","route_id","latitude","longitude","bearing","speed","timestamp"
"8501",,"2356__261003_Timetable_-_2025-02","216",43.86149978637695,-79.02611541748047,,,"2025-03-22T16:59:02.000Z"
"8505",,"1925__261021_Timetable_-_2025-02","905",43.91376495361328,-78.92446899414062,,,"2025-03-22T16:59:18.000Z"
"8507",,"498__461013_Timetable_-_2025-02","403",43.88728332519531,-78.86991882324219,,,"2025-03-22T16:58:22.000Z"
"8509",,"655__461015_Timetable_-_2025-02","900",43.809749603271484,-79.12889862060547,,,"2025-03-22T16:58:49.000Z"
"8511",,"4116__461033_Timetable_-_2025-02","410",43.9286003112793,-78.83436584472656,,,"2025-03-22T16:58:48.000Z"
"8524",,"2615__261010_Timetable_-_2025-02","916",43.90848159790039,-78.9011001586914,,,"2025-03-22T16:59:10.000Z"
"8531",,"4249__261024_Timetable_-_2025-02","605",44.08891677856445,-79.13441467285156,,,"2025-03-22T16:59:34.000Z"
"8535",,"661__461022_Timetable_-_2025-02","900",43.888851165771484,-78.90261840820312,,,"2025-03-22T16:58:29.000Z"
"8536",,"2574__261004_Timetable_-_2025-02","224",43.830867767333984,-79.0031967163086,,,"2025-03-22T16:59:00.000Z"
"8541",,"2939__261020_Timetable_-_2025-02","915",43.88968276977539,-79.04873657226562,,,"2025-03-22T16:59:17.000Z"
"8547",,"3707__261015_Timetable_-_2025-02","121",43.825782775878906,-79.13236999511719,,,"2025-03-22T16:59:11.000Z"
"8551",,"4496__461005_Timetable_-_2025-02","901",43.896400451660156,-78.86306762695312,,,"2025-03-22T16:58:24.000Z"
"8552",,"4147__461032_Timetable_-_2025-02","410",43.89716720581055,-78.83071899414062,,,"2025-03-22T16:58:29.000Z"
"8556",,"560__461010_Timetable_-_2025-02","902",43.91306686401367,-78.68824768066406,,,"2025-03-22T16:59:16.000Z"
"8557",,"4626__461003_Timetable_-_2025-02","901",43.94355010986328,-78.89591979980469,,,"2025-03-22T16:59:24.000Z"
"8564",,"434__461008_Timetable_-_2025-02","407",43.898983001708984,-78.85346984863281,,,"2025-03-22T16:59:46.000Z"
"8568",,"4087__461035_Timetable_-_2025-02","419",43.95556640625,-78.88218688964844,,,"2025-03-22T16:59:34.000Z"
"8570",,"4553__461004_Timetable_-_2025-02","901",43.86326599121094,-78.82963562011719,,,"2025-03-22T16:59:26.000Z"
"8573",,"660__461026_Timetable_-_2025-02","900",43.79633331298828,-79.1500015258789,,,"2025-03-22T16:59:27.000Z"
"8574",,"368__461011_Timetable_-_2025-02","405",43.88935089111328,-78.87716674804688,,,"2025-03-22T16:59:22.000Z"
"8578",,"737__461020_Timetable_-_2025-02","902",43.88945007324219,-78.8772201538086,,,"2025-03-22T16:59:18.000Z"
"8581",,"2523__461025_Timetable_-_2025-02","411",43.915016174316406,-78.79004669189453,,,"2025-03-22T16:59:07.000Z"
"8583",,"659__461014_Timetable_-_2025-02","900",43.875064849853516,-78.96388244628906,,,"2025-03-22T16:59:19.000Z"
"8584",,"4065__461034_Timetable_-_2025-02","419",43.95451736450195,-78.86668395996094,,,"2025-03-22T16:59:43.000Z"
"8585",,"499__461023_Timetable_-_2025-02","403",43.870601654052734,-78.88631439208984,,,"2025-03-22T16:59:21.000Z"
"8591",,"2425__261006_Timetable_-_2025-02","224",43.846099853515625,-79.01940155029297,,,"2025-03-22T16:59:40.000Z"
"8592",,"645__261017_Timetable_-_2025-02","900",43.86348342895508,-79.0151138305664,,,"2025-03-22T15:40:33.000Z"
"8602",,"2418__461006_Timetable_-_2025-02","411",43.91416549682617,-78.78976440429688,,,"2025-03-22T16:59:37.000Z"
"8604",,"656__461017_Timetable_-_2025-02","900",43.87498474121094,-78.9636001586914,,,"2025-03-22T16:58:40.000Z"
"8606",,"562__461007_Timetable_-_2025-02","902",43.89908218383789,-78.8566665649414,,,"2025-03-22T16:59:04.000Z"
"8610",,"4623__461002_Timetable_-_2025-02","901",43.90573501586914,-78.86713409423828,,,"2025-03-22T16:59:43.000Z"
"8624",,"653__461024_Timetable_-_2025-02","900",43.892066955566406,-78.88773345947266,,,"2025-03-22T16:59:27.000Z"
"8626",,"2711__261005_Timetable_-_2025-02","216",43.84654998779297,-79.019287109375,,,"2025-03-22T16:59:03.000Z"
