"trip_id","route_id","stop_id","arrival_time","departure_time"
"4115__461035_Timetable_-_2025-02","410","801","2025-03-22T17:25:27.000Z","2025-03-22T17:25:27.000Z"
"4115__461035_Timetable_-_2025-02","410","802","2025-03-22T17:25:57.000Z","2025-03-22T17:25:57.000Z"
"4115__461035_Timetable_-_2025-02","410","803","2025-03-22T17:26:19.000Z","2025-03-22T17:26:19.000Z"
"4115__461035_Timetable_-_2025-02","410","804","2025-03-22T17:27:04.000Z","2025-03-22T17:27:04.000Z"
"4115__461035_Timetable_-_2025-02","410","805","2025-03-22T17:28:12.000Z","2025-03-22T17:28:12.000Z"
"4115__461035_Timetable_-_2025-02","410","806","2025-03-22T17:28:45.000Z","2025-03-22T17:28:45.000Z"
"4115__461035_Timetable_-_2025-02","410","807","2025-03-22T17:29:08.000Z","2025-03-22T17:29:08.000Z"
"4115__461035_Timetable_-_2025-02","410","808","2025-03-22T17:29:38.000Z","2025-03-22T17:29:38.000Z"
"4115__461035_Timetable_-_2025-02","410","809","2025-03-22T17:30:08.000Z","2025-03-22T17:30:08.000Z"
"4115__461035_Timetable_-_2025-02","410","585","2025-03-22T17:30:30.000Z","2025-03-22T17:30:30.000Z"
"4115__461035_Timetable_-_2025-02","410","93432","2025-03-22T17:31:49.000Z","2025-03-22T17:31:49.000Z"
"4115__461035_Timetable_-_2025-02","410","1145","2025-03-22T17:32:56.000Z","2025-03-22T17:32:56.000Z"
"4115__461035_Timetable_-_2025-02","410","1146","2025-03-22T17:33:52.000Z","2025-03-22T17:33:52.000Z"
"4115__461035_Timetable_-_2025-02","410","1147","2025-03-22T17:34:12.000Z","2025-03-22T17:34:12.000Z"
"4115__461035_Timetable_-_2025-02","410","1148","2025-03-22T17:35:00.000Z","2025-03-22T17:35:00.000Z"
"4115__461035_Timetable_-_2025-02","410","1149","2025-03-22T17:35:20.000Z","2025-03-22T17:35:20.000Z"
"4115__461035_Timetable_-_2025-02","410","1150","2025-03-22T17:35:50.000Z","2025-03-22T17:35:50.000Z"
"4115__461035_Timetable_-_2025-02","410","1151","2025-03-22T17:36:15.000Z","2025-03-22T17:36:15.000Z"
"4115__461035_Timetable_-_2025-02","410","1152","2025-03-22T17:36:49.000Z","2025-03-22T17:36:49.000Z"
"4115__461035_Timetable_-_2025-02","410","3636","2025-03-22T17:37:10.000Z","2025-03-22T17:37:10.000Z"
"4115__461035_Timetable_-_2025-02","410","1257","2025-03-22T17:37:25.000Z","2025-03-22T17:37:25.000Z"
"4115__461035_Timetable_-_2025-02","410","1258","2025-03-22T17:37:56.000Z","2025-03-22T17:37:56.000Z"
"4115__461035_Timetable_-_2025-02","410","1259","2025-03-22T17:38:22.000Z","2025-03-22T17:38:22.000Z"
"4115__461035_Timetable_-_2025-02","410","1260","2025-03-22T17:38:43.000Z","2025-03-22T17:38:43.000Z"
"4115__461035_Timetable_-_2025-02","410","1261","2025-03-22T17:39:07.000Z","2025-03-22T17:39:07.000Z"
"4115__461035_Timetable_-_2025-02","410","1262","2025-03-22T17:39:20.000Z","2025-03-22T17:39:20.000Z"
"4115__461035_Timetable_-_2025-02","410","1263","2025-03-22T17:39:53.000Z","2025-03-22T17:39:53.000Z"
"4115__461035_Timetable_-_2025-02","410","1264","2025-03-22T17:40:27.000Z","2025-03-22T17:40:27.000Z"
"4115__461035_Timetable_-_2025-02","410","1265","2025-03-22T17:40:50.000Z","2025-03-22T17:40:50.000Z"
"4115__461035_Timetable_-_2025-02","410","1266","2025-03-22T17:41:25.000Z","2025-03-22T17:41:25.000Z"
"4115__461035_Timetable_-_2025-02","410","2604","2025-03-22T17:43:00.000Z","2025-03-22T17:43:00.000Z"
"4115__461035_Timetable_-_2025-02","410","3227","2025-03-22T17:43:57.000Z","2025-03-22T17:43:57.000Z"
"4115__461035_Timetable_-_2025-02","410","1276","2025-03-22T17:44:48.000Z","2025-03-22T17:44:48.000Z"
"4115__461035_Timetable_-_2025-02","410","1277","2025-03-22T17:45:28.000Z","2025-03-22T17:45:28.000Z"
"4115__461035_Timetable_-_2025-02","410","1278","2025-03-22T17:45:58.000Z","2025-03-22T17:45:58.000Z"
"4115__461035_Timetable_-_2025-02","410","2595","2025-03-22T17:47:00.000Z","2025-03-22T17:47:00.000Z"
"1606__261025_Timetable_-_2025-02","905","2576","2025-03-22T17:10:31.000Z","2025-03-22T17:10:31.000Z"
"1606__261025_Timetable_-_2025-02","905","260","2025-03-22T17:11:48.000Z","2025-03-22T17:11:48.000Z"
"1606__261025_Timetable_-_2025-02","905","261","2025-03-22T17:12:20.000Z","2025-03-22T17:12:20.000Z"
"1606__261025_Timetable_-_2025-02","905","330","2025-03-22T17:12:49.000Z","2025-03-22T17:12:49.000Z"
"1606__261025_Timetable_-_2025-02","905","332","2025-03-22T17:13:37.000Z","2025-03-22T17:13:37.000Z"
"1606__261025_Timetable_-_2025-02","905","334","2025-03-22T17:14:28.000Z","2025-03-22T17:14:28.000Z"
"1606__261025_Timetable_-_2025-02","905","335","2025-03-22T17:15:23.000Z","2025-03-22T17:15:23.000Z"
"1606__261025_Timetable_-_2025-02","905","94238","2025-03-22T17:16:36.000Z","2025-03-22T17:16:36.000Z"
"1606__261025_Timetable_-_2025-02","905","272","2025-03-22T17:17:31.000Z","2025-03-22T17:17:31.000Z"
"1606__261025_Timetable_-_2025-02","905","274","2025-03-22T17:19:01.000Z","2025-03-22T17:19:01.000Z"
"1606__261025_Timetable_-_2025-02","905","275","2025-03-22T17:19:39.000Z","2025-03-22T17:19:39.000Z"
"1606__261025_Timetable_-_2025-02","905","276","2025-03-22T17:20:31.000Z","2025-03-22T17:20:31.000Z"
"1606__261025_Timetable_-_2025-02","905","277","2025-03-22T17:20:49.000Z","2025-03-22T17:20:49.000Z"
"1606__261025_Timetable_-_2025-02","905","278","2025-03-22T17:21:33.000Z","2025-03-22T17:21:33.000Z"
"1606__261025_Timetable_-_2025-02","905","279","2025-03-22T17:22:04.000Z","2025-03-22T17:22:04.000Z"
"1606__261025_Timetable_-_2025-02","905","309","2025-03-22T17:22:19.000Z","2025-03-22T17:22:19.000Z"
"1606__261025_Timetable_-_2025-02","905","281","2025-03-22T17:23:26.000Z","2025-03-22T17:23:26.000Z"
"1606__261025_Timetable_-_2025-02","905","283","2025-03-22T17:24:26.000Z","2025-03-22T17:24:26.000Z"
"1606__261025_Timetable_-_2025-02","905","94191","2025-03-22T17:24:44.000Z","2025-03-22T17:24:44.000Z"
"1606__261025_Timetable_-_2025-02","905","93185","2025-03-22T17:25:03.000Z","2025-03-22T17:25:03.000Z"
"1606__261025_Timetable_-_2025-02","905","93186","2025-03-22T17:25:33.000Z","2025-03-22T17:25:33.000Z"
"1606__261025_Timetable_-_2025-02","905","3106","2025-03-22T17:26:15.000Z","2025-03-22T17:26:15.000Z"
"1606__261025_Timetable_-_2025-02","905","3107","2025-03-22T17:26:49.000Z","2025-03-22T17:26:49.000Z"
"1606__261025_Timetable_-_2025-02","905","93739","2025-03-22T17:27:25.000Z","2025-03-22T17:27:25.000Z"
"1606__261025_Timetable_-_2025-02","905","93738","2025-03-22T17:27:55.000Z","2025-03-22T17:27:55.000Z"
